酒蔵,ブランド,商品名,分類,使用米,精米歩合,流通区分,備考,出典URL,page_status,page_title,page_description,page_published,page_modified,page_history_excerpt,page_error,search_query,search_results,search_error
今田酒造本店,富久長,八反草 純米大吟醸 妙花風,純米大吟醸,八反草（特別栽培米）,40%,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/daiginjo_myokafu,200,富久長 八反草 純米大吟醸 妙花風 【特別栽培米】 – 富久長｜FUKUCHO,"蔵のある安芸津町は瀬戸内海に面した美しい小さな町です。また広島杜氏の町でもあります。陽光にきらめく豊かな海をゆりかごに、富久長は世代をつないで町の人々に醸されてきた、広島らしいやわらかな吟醸酒の味わいを大切にしています。原料米は種もみから復活させた広島最古の酒米の在来品種、八反草を減農薬、減肥料で育てました。袋吊りと呼ばれる手法で、自然に滴り落ちるはじめの雫だけを集めた希少なお酒です。 妙花風の銘は、世阿弥の説いた芸の最高位の境地『妙花風』からいただきました。化粧箱をご用意しているので、たいせつな方への贈答にもおすすめです。 年間生産本数：約90本 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内 蔵のある安芸津町は瀬戸内海に面した美しい小さな町です。また広島杜氏の町でもあります。陽光にきらめく豊かな海をゆりかごに、富久長は世代をつないで町の人々に醸されてきた、広島らしいやわらかな吟醸酒の味わいを大切にしています。原料米は種もみから復活させた広島最古の酒米の在来品種、八反草を減農薬、減肥料で育てました。袋吊りと呼ばれる手法で、自然に滴り落ちるはじめの雫だけを集めた希少なお酒です。 妙花風の銘は、世阿弥の説いた芸の最高位の境地『妙花風』からいただきました。化粧箱をご用意しているので、たいせつな方への贈答にもおすすめです。 年間生産本数：約90本 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内",,,原料米は種もみから復活させた広島最古の酒米の在来品種、八反草を減農薬、減肥料で育てました。,,"""八反草 純米大吟醸 妙花風"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,山田錦 純米吟醸,純米吟醸,広島県東広島市産山田錦 / 兵庫県特A地区山田錦,,一般流通,公式オンラインショップで在庫あり / 二次DBでも存在確認,https://fukucho.jp/products/yamadanishiki-junmaiginjo,200,富久長 山田錦 純米吟醸 – 富久長｜FUKUCHO,"味と香りのバランスがとれた山田錦ならではの味わいを引き出し、富久長の顔として長く親しまれている人気の一本です。「精米歩合は純米吟醸でも、造りは純米大吟醸と同じくらい極めよう」と、今田美穂が杜氏になって初めて挑戦した思い入れのある銘柄です。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。 味と香りのバランスがとれた山田錦ならではの味わいを引き出し、富久長の顔として長く親しまれている人気の一本です。「精米歩合は純米吟醸でも、造りは純米大吟醸と同じくらい極めよう」と、今田美穂が杜氏になって初めて挑戦した思い入れのある銘柄です。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。",,,「精米歩合は純米吟醸でも、造りは純米大吟醸と同じくらい極めよう」と、今田美穂が杜氏になって初めて挑戦した思い入れのある銘柄です。,,"""山田錦 純米吟醸"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,海風土 Seafood 純米,純米,国産米,60% / 70%,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/seafood,200,富久長 海風土 Seafood 純米 – 富久長｜FUKUCHO,レモンのような爽やかな飲み心地の富久長。キリッとした酸味と日本酒らしい柔らかな後口が、牡蠣や魚介のおいしさを引き立てます。酸度が高く、原酒でアルコール度数13度に仕上げた軽快な口当たりは、和食だけでなく、イタリアンやフレンチとの相性も抜群。よく冷やして白ワイン感覚でお楽しみください。1本ずつ丁寧に瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。風味保護のため必ず冷蔵庫で保管してください。🎖️ 2026年 IWC2026 Junmai部門 大会推奨メダル🎖️ 2026年 フランス KURA MASTER 純米酒部門 プラチナ賞受賞🎖️ 2026年 タイ BANGKOK SAKE CHALLENGE 金賞受賞🎖️ 2022 レモンのような爽やかな飲み心地の富久長。キリッとした酸味と日本酒らしい柔らかな後口が、牡蠣や魚介のおいしさを引き立てます。酸度が高く、原酒でアルコール度数13度に仕上げた軽快な口当たりは、和食だけでなく、イタリアンやフレンチとの相性も抜群。よく冷やして白ワイン感覚でお楽しみください。1本ずつ丁寧に瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。風味保護のため必ず冷蔵庫で保管してください。🎖️ 2026年 IWC2026 Junmai部門 大会推奨メダル🎖️ 2026年 フランス KURA MASTER 純米酒部門 プラチナ賞受賞🎖️ 2026年 タイ BANGKOK SAKE CHALLENGE 金賞受賞🎖️ 2022,,,,,"""海風土 Seafood 純米"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,秋櫻〈コスモス〉 純米 ひやおろし,純米,広島県東広島市産山田錦 / 兵庫県特A地区山田錦 / 広島県産米,,季節商品,公式オンラインショップで在庫あり / 二次DBでも存在確認,https://fukucho.jp/products/cosmos,200,富久長 秋櫻〈コスモス〉 純米 ひやおろし – 富久長｜FUKUCHO,"コスモスの和名は秋櫻。夏越しのひやおろしに秋の花を名付けました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵して、ひと夏ゆっくりと寝かせています。軟水醸造ならではの柔らかい旨味を大切にしながら、辛口にすっきりと仕上げて、富久長らしいひやおろしを表現しています。秋の夜長にゆっくりと、旬の食材と一緒に味わってください。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。 コスモスの和名は秋櫻。夏越しのひやおろしに秋の花を名付けました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵して、ひと夏ゆっくりと寝かせています。軟水醸造ならではの柔らかい旨味を大切にしながら、辛口にすっきりと仕上げて、富久長らしいひやおろしを表現しています。秋の夜長にゆっくりと、旬の食材と一緒に味わってください。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。",,,軟水醸造ならではの柔らかい旨味を大切にしながら、辛口にすっきりと仕上げて、富久長らしいひやおろしを表現しています。,,"""秋櫻〈コスモス〉 純米 ひやおろし"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,秋櫻〈コスモス〉 純米吟醸 ひやおろし,純米吟醸,広島県東広島市産山田錦 / 兵庫県特A地区山田錦 / 広島県産米,,季節商品,公式オンラインショップで在庫あり / 二次DBでも存在確認,https://fukucho.jp/products/cosmos-junmaiginjo,200,富久長 秋櫻〈コスモス〉 純米吟醸 ひやおろし – 富久長｜FUKUCHO,"コスモスの和名は秋櫻。夏越しのひやおろしに秋の花を名付けました。富久長のひやおろしは、直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵して、ひと夏ゆっくりと寝かせています。富久長らしい柔らかく華やかな風味はそのままで、味にまとまりが出てまろやかに熟成。30年以上にわたって愛される、富久長のロングセラーの１本です。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。 コスモスの和名は秋櫻。夏越しのひやおろしに秋の花を名付けました。富久長のひやおろしは、直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵して、ひと夏ゆっくりと寝かせています。富久長らしい柔らかく華やかな風味はそのままで、味にまとまりが出てまろやかに熟成。30年以上にわたって愛される、富久長のロングセラーの１本です。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。",,,,,"""秋櫻〈コスモス〉 純米吟醸 ひやおろし"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,純米にごり スパークリング 白美 HAKUBI,純米,広島県東広島市産山田錦 / 兵庫県特A地区山田錦 / 広島県産米,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hakubi,200,富久長 純米にごり スパークリング 白美 HAKUBI – 富久長｜FUKUCHO,"1980年代に先代が開発して以来30数年、改良を続けている富久長のロングセラーです。瓶の中で発酵を続けた泡の心地いいシュワシュワ感に、淡いうすにごりの飲み飽きないやや辛口な味わい。どんな季節やシーンにも映えて、気軽に楽しめます。酵母が生きている状態を保持しつつ、日本酒ならではの味わいと炭酸ガスのバランスが最適のときを狙って瓶火入れしています。耐圧瓶・耐圧キャップを使用しているため常温で持ち運びが可能なスパークリングです。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装 1980年代に先代が開発して以来30数年、改良を続けている富久長のロングセラーです。瓶の中で発酵を続けた泡の心地いいシュワシュワ感に、淡いうすにごりの飲み飽きないやや辛口な味わい。どんな季節やシーンにも映えて、気軽に楽しめます。酵母が生きている状態を保持しつつ、日本酒ならではの味わいと炭酸ガスのバランスが最適のときを狙って瓶火入れしています。耐圧瓶・耐圧キャップを使用しているため常温で持ち運びが可能なスパークリングです。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装",,,1980年代に先代が開発して以来30数年、改良を続けている富久長のロングセラーです。 | 酵母が生きている状態を保持しつつ、日本酒ならではの味わいと炭酸ガスのバランスが最適のときを狙って瓶火入れしています。,,"""純米にごり スパークリング 白美 HAKUBI"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,純米吟醸 美穂 Biho,純米吟醸,東広島市産山田錦 / 兵庫県特A地区山田錦 / 広島県産米,50% / 60%,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/biho,200,富久長 純米吟醸 美穂 Biho – 富久長｜FUKUCHO,"「さわやかで軽やかな、やや辛口」がコンセプト。杜氏と同じ名前がつけられていますが、商品名は「びほ」と読みます。どんな食材も受け止める、ほんのり華やかな香りと柔らかくなめらかな味わいを表現。発売以来30年にわたってロングセラーの純米吟醸です。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。 「さわやかで軽やかな、やや辛口」がコンセプト。杜氏と同じ名前がつけられていますが、商品名は「びほ」と読みます。どんな食材も受け止める、ほんのり華やかな香りと柔らかくなめらかな味わいを表現。発売以来30年にわたってロングセラーの純米吟醸です。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文ください。",,,杜氏と同じ名前がつけられていますが、商品名は「びほ」と読みます。 | 発売以来30年にわたってロングセラーの純米吟醸です。,,"""純米吟醸 美穂 Biho"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,辛口純米,純米,東広島市産山田錦 / 兵庫県特A地区山田錦 / 広島県産米,60% / 65%,一般流通,公式オンラインショップで在庫あり / 二次DBでも存在確認,https://fukucho.jp/products/karakuchi,200,富久長 辛口純米 – 富久長｜FUKUCHO,"柔らかく、繊細な旨味ときれいな香り、富久長ならではの辛口に仕上げています。思わずもう一杯！ とグラスがすすむ、家飲みにも最適な一本。お刺身や煮魚など和食との相性に定評があります。2021BYから、より一層すっきりとキレのある味わいを目指し、原料米の一部に原形精米（真吟）のお米を使用しました。グレードアップした辛口純米を是非ご賞味ください。 🎖️ 2026年 SAKE COMPETITION 2026 BRONZE 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について 柔らかく、繊細な旨味ときれいな香り、富久長ならではの辛口に仕上げています。思わずもう一杯！ とグラスがすすむ、家飲みにも最適な一本。お刺身や煮魚など和食との相性に定評があります。2021BYから、より一層すっきりとキレのある味わいを目指し、原料米の一部に原形精米（真吟）のお米を使用しました。グレードアップした辛口純米を是非ご賞味ください。 🎖️ 2026年 SAKE COMPETITION 2026 BRONZE 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について",,,"🎖️ 2026年 SAKE COMPETITION 2026 BRONZE 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。",,"""辛口純米"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,にごり酒,その他,,,一般流通,公式五酒セットで代表的なお酒として現行掲載,https://sanyotsuru.jp/archives/product/gosyu,200,五酒セット - 山陽鶴酒造株式会社,山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,,"""にごり酒"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,上撰,普通酒・上撰,,,一般流通,公式五酒セットに現行代表酒として掲載,https://sanyotsuru.jp/archives/product/gosyu,200,五酒セット - 山陽鶴酒造株式会社,山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,,"""上撰"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,大吟醸,大吟醸,,,一般流通,公式五酒セットに現行代表酒として掲載,https://sanyotsuru.jp/archives/product/gosyu,200,五酒セット - 山陽鶴酒造株式会社,山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,,"""大吟醸"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,大吟醸 ほんと,大吟醸,山田錦,35%,一般流通,現行地域製品DBに販売場所掲載。個別販売SKUを確認。,https://www.buyhiro.com/database/products/products_0549/,200,大吟醸 ほんと – ひろしま製品検索サイト,,,,三原市 前の記事 自然薯入り手延そうめん 2024.11.25 東広島市 次の記事 生貯本醸造 倉凛 2024.11.25 ひろしま製品検索サイトトップに戻る ＢＵＹひろしまホーム きっと満足！,,"""大吟醸 ほんと"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,本醸造,本醸造,,,一般流通,公式五酒セットに現行代表酒として掲載,https://sanyotsuru.jp/archives/product/gosyu,200,五酒セット - 山陽鶴酒造株式会社,山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,,"""本醸造"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,純米吟醸,純米吟醸,,,一般流通,公式五酒セットに現行代表酒として掲載,https://sanyotsuru.jp/archives/product/gosyu,200,五酒セット - 山陽鶴酒造株式会社,山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表 山陽鶴酒造が長年大切にしてきた酒造りの歩みと味わいを、少しずつ楽しんでいただける「五酒セット」です。当蔵の代表,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,,"""純米吟醸"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
山陽鶴酒造,山陽鶴,純米大吟醸 KUBO,純米大吟醸,山田錦100%,35%,一般流通,2026年6月 東広島10蔵定期便採用／通年返礼品で提供,https://www.furusato.aeon.co.jp/gift-in-return/aaa72316281ae6d75280fb28cb3cae46/,200,純米大吟醸 KUBO｜東広島市｜広島県｜返礼品をさがす｜ふるさと納税サイト「まいふる」 by AEON CARD,■「山田錦」を丹念に削った贅沢な純米大吟醸■酒造好適米「山田錦」を丹念に削り、芯の部分だけを使って醸した贅沢なお酒純米大吟醸「KUBO」（7… ■「山田錦」を丹念に削った贅沢な純米大吟醸■酒造好適米「山田錦」を丹念に削り、芯の部分だけを使って醸した贅沢なお酒純米大吟醸「KUBO」（7…,,,"中でも、井原市美星町では、長きにわたり星空保護活動に取り組んでおり、2021年11月に星空版の世界遺産と称される国際ダークスカイ協会の「星空保護区（コミュニティ部門）」に、アジアで初めて認定されました。 | こうした恵まれた自然環境から、シャインマスカットをはじめ４０品種を超える「ぶどう」を栽培しており、西日本有数の産地として知られているほか、世界の高級ブランドにも採用されている「井原デニム」など、多くの特産品があります。 | メリットいっぱい 早めのふるさと納税 かんたん返礼品診断 WAON POINTたまる・つかえる ふるさと納税ご利用者の声 よくあるご質問 手続きガイド ワンストップ特例制度 確定申告 マイナポータル連携 控除できる金額（控除額シミュレーション） コラム ふるさと納税関連 イオン関連 お知らせ 自治体の方へ お問い合わせ 重要なお知らせ 2026年9月1日 『イオンカードのふるさと納税 まいふる』新規会員登録キャンペーン開催！ | 2026年7月9日 【重要】2026年10月のふるさと納税制度改正に伴う影響について HOME 返礼品をさがす 純米大吟醸 KUBO ひろしまけん ひがしひろしまし 広島県 東広島市 純米大吟醸 KUBO 寄附金額 15,000 円 決済方法 クレジットカード、AEON Pay、WAON POINT たまったWAON POINTで寄附できる！",,"""純米大吟醸 KUBO"" ""山陽鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
柄酒造,9代目於多福,9代目於多福 protos. 火入れ,その他,八反錦,７１%,一般流通,公式オンラインショップで販売確認,https://www.tsukasyuzou.jp/products/9代目於多福-protos-720ml-火入れ,200,9代目於多福 protos. 720ml 火入れ – 柄酒造株式会社,昨年試験醸造としてこっそり発売しましたが、本年度より正式に量産化しました。 Protos（プロトス）とはギリシャ語で「素数」という意味で、素数のように唯一無二のお酒になってほしいなという想いが込められています。数学好きの９代目杜氏がスペックを諸々「素数」にこだわって醸しました。 昨年試験醸造としてこっそり発売しましたが、本年度より正式に量産化しました。 Protos（プロトス）とはギリシャ語で「素数」という意味で、素数のように唯一無二のお酒になってほしいなという想いが込められています。数学好きの９代目杜氏がスペックを諸々「素数」にこだわって醸しました。,,,数学好きの９代目杜氏がスペックを諸々「素数」にこだわって醸しました。,,"""9代目於多福 protos. 火入れ"" ""柄酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
柄酒造,9代目於多福,9代目於多福 特別純米 火入れ,特別純米,八反錦,,一般流通,公式オンラインショップで販売確認,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米,200,【火入れ】9代目於多福 特別純米 – 柄酒造株式会社,昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 特別純米 火入れ」。辛口の純米酒です。日本酒をより手軽に、ポップに愉しんでもらいたいという思いからこのような装いで新たにスタートします。 昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 特別純米 火入れ」。辛口の純米酒です。日本酒をより手軽に、ポップに愉しんでもらいたいという思いからこのような装いで新たにスタートします。,,,,,"""9代目於多福 特別純米 火入れ"" ""柄酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
柄酒造,9代目於多福,9代目於多福 純米 つきあかり,純米,山田錦,60%,季節商品,公式オンラインショップで販売確認,https://www.tsukasyuzou.jp/products/9代目於多福-つきあかり-720ml,200,9代目於多福 純米つきあかり – 柄酒造株式会社,「9代目於多福 純米つきあかり」。みずみずしくまろやかな秋のお酒です。 「9代目於多福 純米つきあかり」。みずみずしくまろやかな秋のお酒です。,,,,,"""9代目於多福 純米 つきあかり"" ""柄酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
柄酒造,9代目於多福,9代目於多福 純米 火入れ,純米,八反錦,60%,一般流通,公式オンラインショップで販売確認,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米,200,【火入れ】9代目於多福 純米 720ml・1800ml – 柄酒造株式会社,昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 純米 火入れ」。米の旨味を感じられる辛口の純米酒です。日本酒をより手軽に、ポップに愉しんでもらいたいという思いからこのような装いで新たにスタートします。 昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 純米 火入れ」。米の旨味を感じられる辛口の純米酒です。日本酒をより手軽に、ポップに愉しんでもらいたいという思いからこのような装いで新たにスタートします。,,,,,"""9代目於多福 純米 火入れ"" ""柄酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
柄酒造,9代目於多福,9代目於多福 純米吟醸 すずかぜ,純米吟醸,雄町,50%,季節商品,公式オンラインショップで販売確認,https://www.tsukasyuzou.jp/products/9代目於多福-すずかぜ-720ml,200,9代目於多福 すずかぜ – 柄酒造株式会社,昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 すずかぜ」。みずみずしく爽やかな夏のお酒です。 昨年の「ごあいさつ」シリーズ改め「9代目 於多福」として、ラベルを大幅にリニューアルしました。装い新たにスタートします。「9代目於多福 すずかぜ」。みずみずしく爽やかな夏のお酒です。,,,,,"""9代目於多福 純米吟醸 すずかぜ"" ""柄酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
