酒蔵,ブランド,商品名,出典URL,http_status,serving_terms,serving_snippet,scan_error
白牡丹酒造,白牡丹,広島八反 純米吟醸,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e5%85%ab%e5%8f%8d-%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-1-8l%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,広島八反 純米大吟醸 原酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e5%85%ab%e5%8f%8d-%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e5%8e%9f%e9%85%92720ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,広島八反 純米大吟醸 氷華,https://www.hakubotan.co.jp/products/%e3%80%90%e5%87%8d%e7%b5%90%e7%94%9f%e9%85%92%e3%80%91%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e5%85%ab%e5%8f%8d-%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,広島特撰 芳華金紋,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e7%89%b9%e6%92%b0-1-8l%e7%93%b6%e8%a9%b0-2/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,恋華 RENKA,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%81%8b%e8%8f%af-300ml%e7%93%b6%e8%a9%b0-2/,200.0,飲み方 / 常温, 201890 記号 JAN 4950198271613 ALC度 13度 精米歩合 60％ 原料米 中生新千本 日本酒度 -15 酸度 1.96 アミノ酸度 0.72 おすすめの飲み方 常 温 冷 酒 公式ネットショップへ 一覧へ戻る 〒739-0011 広島県東広島市西条本町15番5号 082-422-2142 0120-76-1675 東広島観光協会 個人情報の取り扱いについて © Copyright 白牡丹酒造株式会社 All Right Reserved. お問合せ,
白牡丹酒造,白牡丹,恋華 RENKA ROUGE,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%81%8b%e8%8f%af-renka-rouge-300ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,新酒純米,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%96%b0%e9%85%92%e7%b4%94%e7%b1%b3-1-8l%e7%93%b6%e8%a9%b0-2/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,本醸造,https://www.hakubotan.co.jp/products/honjouzou-1-8l/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,本醸造 生貯蔵酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%9c%ac%e9%86%b8%e9%80%a0-%e7%94%9f%e8%b2%af%e8%94%b5%e9%85%92-300ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米吟醸,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-1-8l%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米吟醸 中汲み,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e4%b8%ad%e6%b1%b2%e3%81%bf-720ml%e7%93%b6%e8%a9%b0%e3%80%90%e6%b5%81%e9%80%9a%e9%99%90/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米吟醸 生貯蔵酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e7%94%9f%e8%b2%af%e8%94%b5%e9%85%92-300ml%e7%93%b6%e8%a9%b0-%e3%80%90%e8%bc%b8%e5%87%ba/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米吟醸萌えいぶき,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e8%90%8c%e3%81%88%e3%81%84%e3%81%b6%e3%81%8d1-8%ef%bd%8c%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米大吟醸 令和一号酵母,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e4%bb%a4%e5%92%8c%e4%b8%80%e5%8f%b7%e9%85%b5%e6%af%8d-720ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米大吟醸 原酒 万年蔵 杜氏 鹿島正,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e5%8e%9f%e9%85%92-%e4%b8%87%e5%b9%b4%e8%94%b5-%e6%9d%9c%e6%b0%8f-%e9%b9%bf/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米大吟醸 悠星(ゆうせい),https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e6%82%a0%e6%98%9f%e3%82%86%e3%81%86%e3%81%9b%e3%81%84720ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米大吟醸 龍王井,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e9%be%8d%e7%8e%8b%e4%ba%95-300ml%e7%93%b6%e8%a9%b0%e3%80%90%e8%bc%b8%e5%87%ba/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米生酒 氷華,https://www.hakubotan.co.jp/products/%e3%80%90%e5%87%8d%e7%b5%90%e7%94%9f%e9%85%92%e3%80%91%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e7%94%9f%e9%85%92%e3%80%80%e6%b0%b7%e8%8f%af300ml/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,純米酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92-1-8l%e7%93%b6%e8%a9%b0/,200.0,飲み方 / 常温 / ぬる燗 / 熱燗 / 燗酒,ド 349010 記号 JAN 4950198321172 ALC度 14度 精米歩合 70％ 原料米 国産米 日本酒度 +0.5 酸度 1.72 アミノ酸度 0.94 おすすめの飲み方 熱燗 ぬる燗 常 温 冷 酒 公式ネットショップへ 一覧へ戻る 〒739-0011 広島県東広島市西条本町15番5号 082-422-2142 0120-76-1675 東広島観光協会 個人情報の取り扱いについて © Copyright 白牡丹酒造株式会社 All Right Reserve,
白牡丹酒造,白牡丹,純米酒 山田錦 米だけの酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92%e3%80%80%e5%b1%b1%e7%94%b0%e9%8c%a6%e3%80%80%e7%b1%b3%e3%81%a0%e3%81%91%e3%81%ae%e9%85%92-900ml/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,華 純米吟醸,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%8f%af%e3%80%80%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e3%80%80-300ml%e7%93%b6%e3%80%90%e8%bc%b8%e5%87%ba%e5%b0%82%e7%94%a8/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,超特撰,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%b6%85%e7%89%b9%e6%92%b0-1-8l%e7%93%b6%e8%a9%b0-2%e6%9c%ac/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,超特撰 純金箔入,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%b6%85%e7%89%b9%e6%92%b0%e3%80%80%e7%b4%94%e9%87%91%e7%ae%94%e5%85%a5-1-8l%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,白牡丹,長期低温熟成 大吟醸 FLUSSO,https://www.hakubotan.co.jp/products/flusso/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-720ml%e7%93%b6%e8%a9%b0/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み おりがらみ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-%e3%81%8a%e3%82%8a%e3%81%8c/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み 生酒,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-%e7%94%9f%e9%85%92-720ml%e7%93%b6/,,,,"ReadTimeout: HTTPSConnectionPool(host='www.hakubotan.co.jp', port=443): Read timed out. (read timeout=12)"
福美人酒造,福美人,上撰,https://www.fukubijin.co.jp/SHOP/2212.html,200.0,,,
福美人酒造,福美人,上撰 さけパック,https://www.fukubijin.co.jp/SHOP/2268.html,200.0,,,
福美人酒造,福美人,大吟醸,https://www.fukubijin.co.jp/SHOP/1157.html,200.0,,,
福美人酒造,福美人,大吟醸 蔵乃華 （ くらのはな ）,https://www.fukubijin.co.jp/SHOP/1020.html,200.0,,,
福美人酒造,福美人,大吟醸 西條酒造学校,https://www.fukubijin.co.jp/SHOP/1120.html,200.0,,,
福美人酒造,福美人,広島の酒,https://www.fukubijin.co.jp/SHOP/3110.html,200.0,,,
福美人酒造,福美人,本醸造 舞,https://www.fukubijin.co.jp/SHOP/3010.html,200.0,,,
福美人酒造,福美人,樽酒,https://www.fukubijin.co.jp/SHOP/3220.html,200.0,,,
福美人酒造,福美人,特別純米酒「ひめあま」,https://www.fukubijin.co.jp/SHOP/2080.html,200.0,,,
福美人酒造,福美人,純米吟醸,https://www.fukubijin.co.jp/SHOP/1221.html,200.0,,,
福美人酒造,福美人,純米酒,https://www.fukubijin.co.jp/SHOP/2020.html,200.0,,,
福美人酒造,福美人,純金箔入り,https://www.fukubijin.co.jp/SHOP/3818.html,200.0,,,
福美人酒造,福美人,蔵内限定 甘い口どけ豊醇原酒,https://www.fukubijin.co.jp/SHOP/2203.html,200.0,,,
西條鶴醸造,西條鶴,吟醸酒「ゴールド西條鶴」,https://saijotsuru.co.jp/?pid=157617449,200.0,,,
西條鶴醸造,西條鶴,広島流辛口吟醸 吟醸生酒,https://saijotsuru.co.jp/?pid=178569049,200.0,,,
西條鶴醸造,西條鶴,新・生酛純米原酒「Natural」,https://saijotsuru.co.jp/?pid=168115135,200.0,,,
西條鶴醸造,西條鶴,純米『愛山』70,https://saijotsuru.co.jp/?pid=191215726,200.0,,,
西條鶴醸造,西條鶴,純米にごり酒（微発泡タイプ生酒）,https://saijotsuru.co.jp/?pid=155394785,200.0,,,
西條鶴醸造,西條鶴,純米吟醸「大地の冠」,https://saijotsuru.co.jp/?pid=157617368,200.0,,,
西條鶴醸造,西條鶴,純米吟醸「雄町・秋あがり」,https://saijotsuru.co.jp/?pid=154356132,200.0,,,
西條鶴醸造,西條鶴,純米大吟醸「西鶴」,https://saijotsuru.co.jp/?pid=157617273,200.0,,,
西條鶴醸造,西條鶴,純米大吟醸原酒「神髄」,https://saijotsuru.co.jp/?pid=180817561,200.0,,,
西條鶴醸造,西條鶴,純米大吟醸原酒「飛天空」,https://saijotsuru.co.jp/?pid=154356442,200.0,,,
西條鶴醸造,西條鶴,純米生原酒,https://saijotsuru.co.jp/?pid=154356753,200.0,,,
西條鶴醸造,西條鶴,純米酒「大地の風」,https://saijotsuru.co.jp/?pid=157617524,200.0,,,
西條鶴醸造,西條鶴,辛口純米酒『きんさいや』,https://saijotsuru.co.jp/?pid=189850838,200.0,,,
西條鶴醸造,西條鶴,酒蔵限定酒・杜氏入魂無濾過純米生酒,https://saijotsuru.co.jp/?pid=154356283,200.0,,,
西條鶴醸造,西條鶴,酒蔵限定酒・無濾過純米吟醸生酒,https://saijotsuru.co.jp/?pid=154356266,200.0,,,
西條鶴醸造,西條鶴,酒蔵限定酒・無濾過純米生酒,https://saijotsuru.co.jp/?pid=154356253,200.0,,,
西條鶴醸造,西條鶴,酒蔵限定酒・純米吟醸「備前雄町」,https://saijotsuru.co.jp/?pid=154356303,200.0,,,
西條鶴醸造,西條鶴,酒蔵限定酒・純米大吟醸原酒,https://saijotsuru.co.jp/?pid=154356394,200.0,,,
賀茂泉酒造,COKUN,COKUN,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,ROCK HOPPER,純米吟醸生原酒 ROCK HOPPER,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,山吹色の酒,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,延寿,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,朱泉本仕込,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,皇寿,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,緑泉本仕込,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,蔵元限定 山田錦 純米吟醸生酒,https://kamoizumi.co.jp/syusenkan/s_detail.php?id=510,200.0,ロック,しょう。 酒泉館では今年も『かき氷』を販売中。 梅酒をかけて食べるかき氷と 優しい味わいの和三盆かき氷 賀茂泉のお酒に使用する≪仕込み水≫を 己斐製氷さんというプロの氷屋さんに ブロック氷にしてもらい作る 酒蔵ならではのかき氷です。 是非、食べに来てくださいね♪ 常時、酒泉館ではグラス試飲（５０ｍｌ）も提供中。 お店で瓶でお酒を売ってるのを見るけど どんな味かな～？(・・？ 量が多くて飲み切れるかな～(・・？ と買うのを悩むことありますよね！ 酒泉館では賀茂泉のほとんどの銘柄,
賀茂泉酒造,賀茂泉,造賀純米生酒,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,造賀純米酒 ひやおろし,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂泉酒造,賀茂泉,青泉純米吟醸生酒,https://www.kamoizumi.co.jp/sake/index.php,200.0,常温 / ぬる燗 / ロック,中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」 純米吟醸 弊社が自信をもって醸造している純米吟醸酒を土蔵庫にて2～3年、常温でじっくり熟成させた長期熟成酒です。 本品の仕込は、三段仕込を忠実に守り活性炭素濾過を行っていないため、日本酒本来の山吹色を呈しております。 芳醇で後味さわやかな酒質です。ぬる燗でお楽しみいただくと、また違った味わいがあります。是非、お試しください。 使用米：広島八反・新千本(国産米100%) ,
賀茂鶴酒造,賀茂鶴,2026蔵開き限定 純米大吟醸 山田錦 精米歩合38%,https://shop.kamotsuru.jp/SHOP/2026kurabiraki_6600hukubako.html,200.0,飲み方 / 冷酒 / 常温 / 燗酒,県内で生産された酒米の王様「山田錦」を精米歩合38％まで磨きあげた一本。 みずみずしさを感じる華やかな香りと上品な米の旨味。キレのよい後味も特徴的な純米大吟醸酒です。 【おすすめの飲み方】冷温・常温◎ アルコール分：16度以上17度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：38％ 原料米：山田錦 100% 原料米「山田錦」の産地は東広島市高屋町造賀地区。酒蔵のある西条から北へ約10km、標高約350ｍの高原盆地に位置します。 水・日照・昼夜・夏冬の温度,
賀茂鶴酒造,賀茂鶴,UNDER 30 純米酒,https://shop.kamotsuru.jp/SHOP/under30junmai-shu720ml.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,上撰パック,https://shop.kamotsuru.jp/SHOP/jousenpack1800.html,,,,"ConnectionError: HTTPSConnectionPool(host='shop.kamotsuru.jp', port=443): Read timed out."
賀茂鶴酒造,賀茂鶴,吟醸辛口,https://shop.kamotsuru.jp/SHOP/LG-A1.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸 吉祥 賀茂鶴,https://shop.kamotsuru.jp/SHOP/kissho720.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸 吟凛雅,https://shop.kamotsuru.jp/SHOP/ginringa900.html,,,,"ConnectionError: HTTPSConnectionPool(host='shop.kamotsuru.jp', port=443): Read timed out."
